,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_temp,Wind_speed
328,kahului,40.0,US,2019-01-13,54.0,20.89,-156.47,80.96,6.93
329,naze,40.0,NG,2019-01-13,88.0,5.43,7.07,80.6,2.24
330,guarapari,40.0,BR,2019-01-13,74.0,-20.67,-40.5,82.4,10.29
331,oktyabrskoye,0.0,RU,2019-01-13,84.0,56.73,85.44,6.8,13.42
332,labuhan,80.0,ID,2019-01-13,99.0,-2.54,115.51,70.35,0.83
333,dahra,0.0,DZ,2019-01-13,75.0,36.25,0.85,42.8,2.62
334,rafai,36.0,CF,2019-01-13,75.0,4.95,23.92,77.05,2.73
335,hobyo,80.0,SO,2019-01-13,85.0,5.35,48.53,74.98,15.26
336,kaduna,0.0,NG,2019-01-13,25.0,10.52,7.44,73.45,11.01
337,sola,40.0,NO,2019-01-13,47.0,58.89,5.65,37.4,40.26
338,danville,90.0,US,2019-01-13,95.0,36.59,-79.4,33.08,9.17
339,te anau,48.0,NZ,2019-01-13,84.0,-45.41,167.72,49.92,3.06
340,piacabucu,92.0,BR,2019-01-13,84.0,-10.41,-36.43,78.94,11.45
341,grindavik,75.0,IS,2019-01-13,68.0,63.84,-22.43,26.6,8.05
342,marrakesh,0.0,MA,2019-01-13,37.0,31.63,-7.99,51.8,3.36
343,sisimiut,8.0,GL,2019-01-13,100.0,66.94,-53.67,-28.7,1.61
344,berlevag,90.0,NO,2019-01-13,100.0,70.86,29.09,28.4,1.12
345,north bend,1.0,US,2019-01-13,64.0,43.41,-124.22,55.94,3.36
346,thunder bay,90.0,CA,2019-01-13,78.0,48.41,-89.26,32.0,11.41
347,atar,12.0,MR,2019-01-13,13.0,20.52,-13.05,66.39,8.32
348,charlestown,1.0,US,2019-01-13,46.0,41.38,-71.64,28.94,10.29
349,sindou,0.0,BF,2019-01-13,30.0,10.66,-5.16,75.39,8.55
350,ushtobe,0.0,KZ,2019-01-13,54.0,45.25,77.98,6.09,2.73
351,luganville,12.0,VU,2019-01-13,100.0,-15.51,167.18,81.6,4.41
352,wajima,0.0,JP,2019-01-13,100.0,37.4,136.9,31.74,5.08
353,okhotsk,0.0,RU,2019-01-13,100.0,59.36,143.24,-11.74,8.66
354,saint anthony,1.0,US,2019-01-13,70.0,43.97,-111.68,24.98,4.18
355,luza,80.0,RU,2019-01-13,85.0,60.63,47.26,21.16,12.12
356,vila franca do campo,20.0,PT,2019-01-13,77.0,37.72,-25.43,59.0,9.17
357,dongsheng,92.0,CN,2019-01-13,95.0,29.72,112.52,40.47,3.4
358,tura,0.0,IN,2019-01-13,77.0,25.52,90.21,48.79,2.17
359,rotifunk,0.0,SL,2019-01-13,51.0,8.23,-12.68,83.22,7.87
360,lagos de moreno,75.0,MX,2019-01-13,35.0,21.36,-101.93,71.6,5.82
361,annau,90.0,TM,2019-01-13,37.0,37.89,58.52,51.8,4.7
362,moissala,12.0,TD,2019-01-13,57.0,8.34,17.77,72.01,2.73
363,mitchell,90.0,US,2019-01-13,72.0,43.71,-98.03,33.98,14.99
364,toktogul,0.0,KG,2019-01-13,55.0,41.87,72.95,-10.43,1.95
365,kelowna,90.0,CA,2019-01-13,80.0,49.89,-119.5,33.8,2.24
366,kudahuvadhoo,64.0,MV,2019-01-13,100.0,2.67,72.89,80.52,13.13
367,hearst,64.0,CA,2019-01-13,79.0,49.69,-83.67,22.42,9.44
368,hualmay,8.0,PE,2019-01-13,67.0,-11.1,-77.61,75.7,6.98
369,ulundi,32.0,ZA,2019-01-13,86.0,-28.29,31.43,66.7,3.18
370,provideniya,0.0,RU,2019-01-13,64.0,64.42,-173.23,-0.41,26.84
371,kulykivka,92.0,UA,2019-01-13,94.0,51.37,31.65,29.04,15.93
372,cururupu,64.0,BR,2019-01-13,77.0,-1.82,-44.87,81.82,6.76
373,hami,36.0,CN,2019-01-13,63.0,42.84,93.51,8.11,7.99
374,nishihara,1.0,JP,2019-01-13,76.0,35.74,139.53,42.8,4.74
375,kayerkan,48.0,RU,2019-01-13,67.0,69.35,87.76,-9.17,26.55
376,weligama,76.0,LK,2019-01-13,99.0,5.97,80.42,77.37,11.45
377,lata,0.0,IN,2019-01-13,98.0,30.78,78.62,23.82,2.62
378,khandyga,0.0,RU,2019-01-13,0.0,62.65,135.58,-53.86,2.06
379,matagami,8.0,NG,2019-01-13,70.0,9.67,8.4,68.19,2.17
380,sobolevo,92.0,RU,2019-01-13,95.0,54.43,31.9,29.67,14.92
381,ust-kuyga,44.0,RU,2019-01-13,69.0,70.0,135.55,-36.08,4.07
382,la ronge,90.0,CA,2019-01-13,92.0,55.1,-105.3,17.6,4.7
383,myski,0.0,RU,2019-01-13,54.0,53.71,87.8,-10.66,2.51
384,belaya gora,68.0,RU,2019-01-13,68.0,68.54,146.19,-22.76,9.78
385,kiama,92.0,AU,2019-01-13,98.0,-34.67,150.86,69.94,2.17
386,chapais,90.0,CA,2019-01-13,77.0,49.78,-74.86,-0.41,4.7
387,kisangani,36.0,CD,2019-01-13,93.0,0.52,25.21,76.02,2.39
388,beirut,75.0,LB,2019-01-13,81.0,33.9,35.48,53.6,16.11
389,nhulunbuy,40.0,AU,2019-01-13,88.0,-12.18,136.78,80.6,3.36
390,maningrida,64.0,AU,2019-01-13,94.0,-12.05,134.23,79.93,4.74
391,finote selam,0.0,ET,2019-01-13,61.0,10.7,37.27,42.67,2.73
392,ojinaga,1.0,US,2019-01-13,41.0,29.56,-104.41,62.24,8.05
393,ayutla,44.0,MX,2019-01-13,71.0,20.13,-104.35,67.2,3.29
394,hovd,75.0,NO,2019-01-13,92.0,63.83,10.7,30.2,33.33
395,caravelas,0.0,BR,2019-01-13,100.0,-17.73,-39.27,80.2,13.02
396,keetmanshoop,0.0,NA,2019-01-13,24.0,-26.57,18.15,80.6,10.29
397,angoche,64.0,MZ,2019-01-13,100.0,-16.23,39.91,81.28,16.04
398,chicama,0.0,PE,2019-01-13,78.0,-7.84,-79.15,75.2,13.87
399,maniitsoq,20.0,GL,2019-01-13,100.0,65.42,-52.9,7.44,5.97
400,bulungu,76.0,CD,2019-01-13,86.0,-4.54,18.6,72.69,3.06
401,tasiilaq,80.0,GL,2019-01-13,92.0,65.61,-37.64,17.6,14.7
402,usolye-sibirskoye,20.0,RU,2019-01-13,67.0,52.75,103.66,-9.8,4.18
403,morrope,0.0,PE,2019-01-13,29.0,-6.54,-80.02,66.2,24.16
404,oistins,40.0,BB,2019-01-13,65.0,13.07,-59.53,78.8,12.75
405,beisfjord,0.0,NO,2019-01-13,85.0,68.38,17.6,10.4,6.93
406,shimoda,0.0,JP,2019-01-13,100.0,34.7,138.93,47.53,17.49
407,rawlins,1.0,US,2019-01-13,80.0,41.79,-107.24,17.6,5.82
408,naryan-mar,56.0,RU,2019-01-13,77.0,67.67,53.09,12.61,14.7
409,garowe,0.0,SO,2019-01-13,65.0,8.41,48.48,65.04,9.44
410,mandalgovi,20.0,MN,2019-01-13,64.0,45.76,106.27,0.24,13.8
411,abong mbang,8.0,CM,2019-01-13,63.0,3.98,13.18,73.45,4.07
412,beruwala,68.0,LK,2019-01-13,100.0,6.48,79.98,78.94,6.53
413,teabo,0.0,MX,2019-01-13,41.0,20.4,-89.28,85.2,3.62
414,koprivstica,24.0,RS,2019-01-13,100.0,43.23,22.62,26.6,3.36
415,broken hill,8.0,AU,2019-01-13,22.0,-31.97,141.45,78.8,9.17
416,madimba,8.0,CM,2019-01-13,81.0,4.42,9.93,78.67,10.0
417,east london,0.0,ZA,2019-01-13,100.0,-33.02,27.91,72.15,9.22
418,grants,90.0,US,2019-01-13,84.0,35.15,-107.85,34.7,12.75
419,port hedland,40.0,AU,2019-01-13,83.0,-20.31,118.58,82.4,18.34
420,saquarema,20.0,BR,2019-01-13,69.0,-22.93,-42.51,82.4,14.99
421,dzhebariki-khaya,0.0,RU,2019-01-13,0.0,62.22,135.8,-53.86,2.06
422,marsh harbour,12.0,BS,2019-01-13,100.0,26.54,-77.06,75.88,10.89
423,cam ranh,20.0,VN,2019-01-13,78.0,11.92,109.15,73.4,4.7
424,oktyabrskiy,75.0,RU,2019-01-13,86.0,55.61,37.97,26.6,6.71
425,fortuna,0.0,ES,2019-01-13,87.0,38.18,-1.13,44.6,4.7
426,pierre,90.0,US,2019-01-13,88.0,44.37,-100.35,32.0,9.17
427,corrientes,90.0,AR,2019-01-13,83.0,-27.47,-58.83,84.2,6.93
428,kashmor,24.0,PK,2019-01-13,90.0,28.43,69.58,54.1,11.45
429,kailua,90.0,US,2019-01-13,66.0,21.39,-157.74,80.96,4.7
430,juneau,90.0,US,2019-01-13,96.0,58.3,-134.42,35.96,3.4
431,port said,0.0,EG,2019-01-13,53.0,25.34,30.55,43.44,4.85
432,axim,20.0,GH,2019-01-13,95.0,4.87,-2.24,84.52,11.45
433,eyemouth,92.0,GB,2019-01-13,70.0,55.87,-2.09,44.6,23.04
434,aswan,80.0,EG,2019-01-13,62.0,24.09,32.9,51.94,5.97
435,samana,40.0,EC,2019-01-13,62.0,0.12,-76.97,86.0,3.36
436,san felipe,76.0,CL,2019-01-13,73.0,-32.75,-70.73,63.15,0.49
437,sinnamary,100.0,GF,2019-01-13,95.0,5.38,-52.96,79.21,8.1
438,divnomorskoye,36.0,RU,2019-01-13,100.0,44.5,38.13,30.61,4.63
439,gallup,75.0,US,2019-01-13,75.0,35.53,-108.74,35.96,13.87
440,reiskirchen,40.0,DE,2019-01-13,70.0,50.6,8.83,44.6,14.99
441,behbahan,75.0,IR,2019-01-13,71.0,30.59,50.24,50.0,3.4
442,alakurtti,12.0,RU,2019-01-13,83.0,66.96,30.34,9.87,2.39
443,sao miguel do araguaia,80.0,BR,2019-01-13,61.0,-13.28,-50.16,87.31,3.96
444,sishui,0.0,CN,2019-01-13,72.0,35.66,117.27,22.33,2.62
445,westport,56.0,IE,2019-01-13,92.0,53.8,-9.52,46.72,16.82
446,agnibilekrou,12.0,CI,2019-01-13,72.0,7.13,-3.2,79.39,2.39
447,biak,68.0,ID,2019-01-13,100.0,-0.91,122.88,76.33,2.62
448,ostrovnoy,76.0,RU,2019-01-13,92.0,68.05,39.51,18.64,8.77
449,san andres,20.0,PH,2019-01-13,100.0,13.32,122.68,78.99,16.37
450,obidos,0.0,PT,2019-01-13,100.0,39.36,-9.16,50.0,2.24
451,husavik,88.0,CA,2019-01-13,97.0,50.56,-96.99,18.6,4.63
452,moorhead,90.0,US,2019-01-13,85.0,46.87,-96.75,26.6,13.87
453,tecoanapa,20.0,MX,2019-01-13,70.0,16.99,-99.26,86.0,8.05
454,felanitx,0.0,ES,2019-01-13,71.0,39.47,3.15,50.0,4.7
455,alyangula,36.0,AU,2019-01-13,100.0,-13.85,136.42,77.0,6.76
456,guerrero negro,44.0,MX,2019-01-13,77.0,27.97,-114.04,64.72,3.29
457,macas,20.0,EC,2019-01-13,69.0,-2.3,-78.12,77.0,8.05
458,listowel,75.0,IE,2019-01-13,70.0,52.45,-9.48,48.2,11.41
459,canora,1.0,CA,2019-01-13,73.0,51.64,-102.43,23.0,4.7
460,inhambane,8.0,MZ,2019-01-13,97.0,-23.87,35.38,80.74,8.43
461,pimenteiras,20.0,BR,2019-01-13,89.0,-6.24,-41.42,76.6,2.73
462,zyryanka,68.0,RU,2019-01-13,64.0,65.73,150.89,-21.59,5.86
463,luoyang,92.0,CN,2019-01-13,77.0,34.66,112.42,25.84,2.73
464,belmonte,0.0,PT,2019-01-13,81.0,40.36,-7.35,30.61,4.29
465,dafeng,8.0,CN,2019-01-13,74.0,33.2,120.46,24.58,3.4
466,katangli,44.0,RU,2019-01-13,100.0,51.71,143.23,7.17,10.78
467,sorland,20.0,NO,2019-01-13,92.0,67.67,12.69,17.6,4.7
468,murgab,75.0,TM,2019-01-13,48.0,37.5,61.97,44.6,11.41
469,rundu,76.0,NA,2019-01-13,42.0,-17.91,19.77,79.17,4.85
470,sunderland,20.0,GB,2019-01-13,70.0,54.91,-1.38,44.6,14.99
471,pasighat,0.0,IN,2019-01-13,48.0,28.06,95.33,50.14,2.62
472,viedma,36.0,AR,2019-01-13,36.0,-40.81,-62.99,76.02,15.59
473,angola,1.0,US,2019-01-13,58.0,41.63,-85.0,32.0,5.82
474,adre,8.0,TD,2019-01-13,49.0,13.47,22.2,64.45,5.64
475,erenhot,56.0,CN,2019-01-13,69.0,43.65,111.97,-0.44,3.06
476,ferkessedougou,0.0,CI,2019-01-13,38.0,9.6,-5.2,75.12,5.53
477,san vicente,20.0,SV,2019-01-13,55.0,13.64,-88.78,87.8,6.93
478,san quintin,8.0,PH,2019-01-13,81.0,17.54,120.52,61.84,3.4
479,salinas,1.0,US,2019-01-13,55.0,36.67,-121.66,60.98,8.43
480,nutley,1.0,US,2019-01-13,33.0,40.82,-74.16,33.08,9.17
481,ginda,0.0,IN,2019-01-13,98.0,30.69,78.49,23.82,2.62
482,tilichiki,0.0,RU,2019-01-13,45.0,60.47,166.1,-28.66,3.51
483,kumphawapi,12.0,TH,2019-01-13,72.0,17.11,103.01,70.21,6.64
484,port-gentil,40.0,GA,2019-01-13,88.0,-0.72,8.78,80.6,6.93
485,sri aman,92.0,MY,2019-01-13,100.0,1.24,111.46,73.4,2.28
486,nanakuli,90.0,US,2019-01-13,75.0,21.39,-158.15,80.96,8.05
487,uhlove,80.0,UA,2019-01-13,100.0,44.82,33.6,33.58,7.2
488,celestun,0.0,MX,2019-01-13,95.0,20.87,-90.4,75.7,14.92
489,inongo,88.0,CD,2019-01-13,100.0,-1.93,18.29,70.39,1.16
490,taywarah,20.0,AF,2019-01-13,59.0,33.35,64.42,4.47,2.17
491,bougouni,12.0,ML,2019-01-13,28.0,11.42,-7.49,76.92,9.1
492,plettenberg bay,64.0,ZA,2019-01-13,100.0,-34.05,23.37,67.02,8.88
493,malumfashi,0.0,NG,2019-01-13,30.0,11.79,7.62,66.52,8.77
494,saldanha,0.0,PT,2019-01-13,84.0,41.42,-6.55,26.11,2.73
495,gobabis,88.0,NA,2019-01-13,33.0,-22.45,18.97,80.34,11.34
496,moche,0.0,PE,2019-01-13,78.0,-8.17,-79.01,75.2,13.87
497,teya,40.0,MX,2019-01-13,48.0,21.05,-89.07,84.2,6.93
498,sturgeon bay,1.0,US,2019-01-13,65.0,44.83,-87.38,33.08,5.82
499,san cristobal,75.0,EC,2019-01-13,63.0,-0.39,-78.55,66.2,20.8
500,bima,44.0,ID,2019-01-13,100.0,-8.45,118.73,75.07,2.62
501,shieli,68.0,KZ,2019-01-13,88.0,44.18,66.74,34.66,15.93
502,kirovsk,64.0,RU,2019-01-13,99.0,67.62,33.66,14.41,2.51
503,tucurui,24.0,BR,2019-01-13,78.0,-3.77,-49.67,82.0,2.95
504,bafq,24.0,IR,2019-01-13,51.0,31.6,55.4,43.12,7.99
505,pitimbu,20.0,BR,2019-01-13,78.0,-7.47,-34.81,80.6,12.75
506,svetlogorsk,90.0,RU,2019-01-13,92.0,53.14,59.15,26.6,8.95
507,hohhot,0.0,CN,2019-01-13,60.0,40.81,111.65,6.8,4.47
508,sioux lookout,90.0,CA,2019-01-13,85.0,50.1,-91.92,24.8,9.17
509,treinta y tres,92.0,UY,2019-01-13,100.0,-33.23,-54.39,71.07,8.77
510,rio gallegos,0.0,AR,2019-01-13,53.0,-51.62,-69.22,62.6,24.16
511,noumea,75.0,NC,2019-01-13,65.0,-22.28,166.46,80.6,11.41
512,kyabram,0.0,AU,2019-01-13,74.0,-36.31,145.05,72.15,9.78
513,kollam,20.0,IN,2019-01-13,83.0,8.88,76.6,78.8,3.36
514,ishigaki,75.0,JP,2019-01-13,72.0,24.34,124.16,66.2,13.87
515,miles city,1.0,US,2019-01-13,59.0,46.41,-105.84,41.0,5.82
516,aragarcas,12.0,BR,2019-01-13,48.0,-15.9,-52.25,88.57,5.53
517,bastia,75.0,IT,2019-01-13,76.0,44.6,8.98,51.8,2.24
518,kortkeros,90.0,RU,2019-01-13,92.0,61.81,51.56,12.2,8.95
519,kalmunai,100.0,LK,2019-01-13,100.0,7.42,81.82,72.87,4.85
520,sitka,32.0,US,2019-01-13,88.0,37.17,-99.65,35.47,4.63
521,yunyang,88.0,CN,2019-01-13,92.0,32.84,110.81,30.12,1.28
522,soe,90.0,EE,2019-01-13,92.0,57.91,26.05,30.2,6.93
523,pevek,0.0,RU,2019-01-13,99.0,69.7,170.27,-29.96,3.4
524,china,48.0,MX,2019-01-13,51.0,25.71,-99.24,62.47,6.42
525,cayenne,75.0,GF,2019-01-13,74.0,4.94,-52.33,80.6,11.41
526,teknaf,0.0,BD,2019-01-13,95.0,20.86,92.31,55.36,3.74
527,narsaq,8.0,GL,2019-01-13,62.0,60.91,-46.05,24.8,8.05
528,dunmore town,0.0,BS,2019-01-13,100.0,25.5,-76.65,76.24,9.78
529,fairbanks,1.0,US,2019-01-13,76.0,64.84,-147.72,-11.75,2.95
530,linkou,24.0,CN,2019-01-13,75.0,45.29,130.27,4.92,3.06
531,kukes,8.0,AL,2019-01-13,82.0,42.08,20.42,12.12,1.95
532,mountain home,40.0,US,2019-01-13,100.0,43.13,-115.69,35.06,8.05
533,kharan,0.0,PK,2019-01-13,75.0,28.58,65.42,34.21,2.51
534,yuryuzan,80.0,RU,2019-01-13,79.0,54.87,58.43,20.53,5.53
535,kununurra,20.0,AU,2019-01-13,83.0,-15.77,128.74,78.8,2.84
536,thinadhoo,76.0,MV,2019-01-13,100.0,0.53,72.93,81.91,9.66
537,dudinka,44.0,RU,2019-01-13,72.0,69.41,86.18,-10.57,28.23
538,vila do maio,40.0,CV,2019-01-13,68.0,15.13,-23.22,71.6,8.05
539,whitecourt,20.0,CA,2019-01-13,85.0,54.14,-115.68,32.0,4.7
540,rio grande,20.0,BR,2019-01-13,83.0,-32.03,-52.1,80.6,4.7
541,novo cruzeiro,32.0,BR,2019-01-13,47.0,-17.47,-41.88,80.65,10.67
542,marawi,64.0,PH,2019-01-13,97.0,8.0,124.29,68.5,2.39
543,iwaki,0.0,JP,2019-01-13,100.0,37.05,140.89,27.37,5.53
544,panorama,32.0,BR,2019-01-13,58.0,-21.35,-51.86,87.04,2.95
545,jiupu,0.0,CN,2019-01-13,61.0,41.07,122.95,1.27,2.51
546,rovaniemi,90.0,FI,2019-01-13,92.0,66.5,25.72,8.6,6.93
547,sorong,92.0,ID,2019-01-13,100.0,-0.86,131.25,76.2,2.73
548,inirida,76.0,CO,2019-01-13,71.0,3.87,-67.92,82.27,2.62
549,qaqortoq,8.0,GL,2019-01-13,62.0,60.72,-46.03,24.8,8.05
550,rampura,0.0,IN,2019-01-13,100.0,24.47,75.44,52.44,8.66
551,norden,90.0,DE,2019-01-13,81.0,53.59,7.21,46.4,19.46
552,kasongo-lunda,68.0,CD,2019-01-13,92.0,-6.48,16.82,69.99,2.17
553,bucerias,5.0,MX,2019-01-13,78.0,20.76,-105.33,80.6,11.41
554,parabel,88.0,RU,2019-01-13,80.0,58.71,81.5,14.14,10.45
555,nizhyn,88.0,UA,2019-01-13,93.0,51.05,31.88,27.64,15.48
556,bahia de caraquez,75.0,EC,2019-01-13,83.0,-0.6,-80.42,80.6,8.05
557,ipanema,40.0,BR,2019-01-13,62.0,-30.14,-51.22,87.8,11.41
558,wilmington,90.0,US,2019-01-13,63.0,39.75,-75.55,30.92,4.7
559,sur,0.0,OM,2019-01-13,100.0,22.57,59.53,68.77,7.43
